order_id,customer_id,order_date,total_amount,order_status
29750,25896,2025-02-20,3779.86,PENDING
29753,29905,2025-02-20,4199.23,SHIPPED
29769,25226,2025-02-20,3178.62,DELIVERED
29771,29982,2025-02-20,2231.93,PENDING
29778,26914,2025-02-20,93.53,SHIPPED
29782,26926,2025-02-20,4638.44,DELIVERED
29786,26734,2025-02-20,4910.06,DELIVERED
29789,28525,2025-02-20,4187.55,SHIPPED
29811,29374,2025-02-20,4532.67,SHIPPED
29822,28970,2025-02-20,3748.58,DELIVERED
29828,26183,2025-02-20,743.33,SHIPPED
29834,28276,2025-02-20,2976.07,DELIVERED
29840,29055,2025-02-20,400.55,PENDING
29853,26262,2025-02-20,738.29,DELIVERED
29878,26520,2025-02-20,3904.65,PENDING
29879,27836,2025-02-20,3048.16,PENDING
29884,26784,2025-02-20,1678.96,SHIPPED
29892,28426,2025-02-20,949.98,DELIVERED
29902,28304,2025-02-20,1976.8,SHIPPED
29913,25599,2025-02-20,1284.58,DELIVERED
29915,28610,2025-02-20,1933.35,DELIVERED
29917,26761,2025-02-20,4427.36,PENDING
29937,29274,2025-02-20,2160.99,DELIVERED
29950,28785,2025-02-20,1858.61,SHIPPED
29952,29253,2025-02-20,4604.51,DELIVERED
29961,29320,2025-02-20,2992.93,DELIVERED
29964,27359,2025-02-20,3140.18,PENDING
29975,28090,2025-02-20,4272.16,PENDING
29993,28663,2025-02-20,1843.21,SHIPPED
29999,25994,2025-02-20,3837.33,PENDING
